Annotation of K4/K36 DHMSs for 18795 RefSeq genes. Expression data retrieved from in Mikkelson et.al. (2007),,,,,,,,,
,,,,,,,,,
RefSeq ID,symbol,chrom,txStart,txEnd,strand,K4 DHMS,K36 DHMS,expression in ESC,expression in NPC
NM_001033264,Gls2,chr1,136976980,136983716,-,ES,None,332.2501124,5.055464103
NM_177005,Glt1d1,chr11,49395171,49396107,+,ES,ES,NA,NA
NM_146211,Glt25d1,chr9,88911003,88975780,-,None,None,1362.698758,939.1006617
NM_177756,Glt25d2,chr1,52869671,52897385,-,NP,NP,4.567442361,258.0003307
NM_026247,Glt28d1,chrX,132917912,134193319,+,None,None,NA,NA
NM_177130,Glt28d2,chr11,60270811,60284900,+,ES,None,5.010695741,4.892548874
NM_001039095,Glt6d1,chr4,9196508,9378832,+,None,None,4.208517776,4.187556134
NM_029626,Glt8d1,chr19,58839052,58847664,-,None,None,368.6922213,667.6097946
NM_029102,Glt8d2,chr14,31428935,31478256,+,None,None,8.649318967,8.482464016
NM_001033275,Glt8d3,chr19,4156976,4163245,-,None,None,268.7099549,327.2241186
NM_019821,Gltp,chr6,132561638,132566395,+,None,None,NA,NA
NM_001081418,Gltscr1,chr7,18308359,18311248,+,None,None,NA,NA
NM_133831,Gltscr2,chr7,59861451,60019169,-,None,None,17.23528953,7.587101169
NM_008133,Glud1,chr19,5502770,5503787,-,None,None,5394.000643,1292.039632
NM_008131,Glul,chr13,21580976,21581919,-,None,None,NA,NA
NM_153601,Gluld1,chr13,21562506,21563485,-,None,None,NA,NA
NM_145935,Glyat,chr3,154532491,154558473,+,None,None,7.044601064,6.878624787
NM_008134,Glycam1,chr19,7492944,7550333,-,None,None,NA,NA
NM_001034875,Gm1006,chr4,42460729,42484753,+,None,None,NA,NA
NM_001005425,Gm1008,chr4,62011729,62034354,+,None,None,NA,NA
NM_001001650,Gm1019,chr11,69797362,69806793,+,ES,None,NA,NA
NM_001033457,Gm1040,chr6,132277284,132280436,-,None,None,NA,NA
NM_001033288,Gm106,chr1,173919477,173958999,+,ES,None,4.315006926,4.297549259
NM_001033462,Gm1070,chr11,82620016,82686939,-,ES,None,7.706669675,4.715763771
NM_001004161,Gm1082,chr11,69140174,69141988,+,ES,None,NA,NA
NM_001080776,Gm1123,chr9,39364139,39365071,+,None,None,4.20431272,4.151867177
NM_001033298,Gm114,chr1,43043255,43060490,+,NP,None,244.7003803,897.1077167
NM_001033470,Gm1141,chrX,97467105,97470925,-,None,None,NA,NA
NM_001033473,Gm1157,chr14,53568324,53572200,-,None,None,NA,NA
NM_001009948,Gm123,chr4,43751133,43755634,+,None,None,NA,NA
NM_001024841,Gm128,chr11,120605291,120612485,-,ES,None,84.56336051,8.330141074
NM_001033302,Gm129,chr5,138852681,138878542,+,None,None,70.2166063,29.04551509
NM_001013779,Gm1313,chr13,21544482,21545423,-,None,ES,NA,NA
NM_001033477,Gm1322,chr4,126112169,126115778,+,None,None,NA,NA
NM_001081971,Gm1337,chr11,72777449,72809233,+,ES,None,3.715868967,3.702793525
NM_001033255,Gm136,chr5,104319412,104354003,-,None,None,NA,NA
NM_001033478,Gm1381,chr6,113459871,113467595,-,None,None,NA,NA
NM_001100184,Gm1450,chr11,58794310,58807652,+,ES,None,NA,NA
NM_001033479,Gm1527,chr5,20698090,20803523,+,None,None,NA,NA
NM_001014997,Gm156,chr7,127174907,127184767,-,None,None,NA,NA
NM_001008423,Gm1568,chr1,169145344,169170653,+,ES,None,NA,NA
NM_001005422,Gm1574,chr17,35120787,35124807,-,None,None,4.423745025,4.386549568
NM_001033440,Gm1587,chr19,11206727,11232365,-,None,None,NA,NA
NM_001033442,Gm1604,chr2,86309299,86310241,+,None,None,NA,NA
NM_201366,Gm1631,chr4,48561598,48583019,+,None,None,NA,NA
NM_001033040,Gm166,chr7,59861451,59884106,-,None,None,11.34257481,8.770208834
NM_001033774,Gm1661,chr5,143481455,143491022,-,None,None,NA,NA
NM_001033458,Gm1673,chr6,41388549,41393340,+,None,None,14.39061182,60.57903884
NM_001033459,Gm1679,chr11,49378609,49379545,+,ES,None,5.250002787,5.150348743
NM_001033467,Gm1698,chr9,15033731,15051949,-,None,None,NA,NA
NM_203320,Gm1960,chr6,41451394,41454686,+,None,None,10.30664587,9.997727384
NM_198961,Gm1961,chr7,30230985,30243769,-,None,None,NA,NA
NM_001033488,Gm1964,chr1,50872067,51131815,+,ES,None,6.716287036,6.598398465
NM_001033491,Gm1965,chr7,137032063,137152788,-,None,None,5.97992782,5.671070678
NM_001033452,Gm1967,chr11,95884943,95891127,-,ES,ES,NA,NA
NM_001033403,Gm1968,chr2,148563172,148566909,-,None,None,NA,NA
NM_001081658,Gm215,chr13,21354394,21355344,+,None,None,NA,NA
NM_001033345,Gm216,chr13,21149576,21150520,-,None,None,NA,NA
NM_001005419,Gm237,chr14,44251700,44270948,+,None,None,1079.610112,1187.76074
NM_001033333,Gm239,chr14,12905451,12914171,-,None,None,4.613977888,4.583065108
NM_001045521,Gm249,chr1,176267104,176268057,+,ES,None,NA,NA
NM_001033248,Gm266,chr1,36736736,36884073,-,ES,None,5.756585687,5.583268397
NM_001033269,Gm273,chr17,47248934,47255606,+,None,None,NA,NA
NM_010299,Gm2a,chr16,96263315,96297167,-,None,None,309.9035382,76.53758448
NM_001013749,Gm323,chr10,79898034,79920387,+,ES,None,24.17713284,17.0202762
NM_001005420,Gm347,chr4,46398074,46410523,-,None,None,30.1524496,44.54574945
NM_001033241,Gm382,chrX,147519724,147565951,+,None,None,NA,NA
NM_001013765,Gm397,chr7,115262492,115829893,-,None,None,NA,NA
NM_001033349,Gm410,chr5,87879050,87911218,+,None,None,5.380468465,5.171075689
NM_001018031,Gm414,chr5,35232771,35240696,+,None,None,NA,NA
NM_001081644,Gm428,chr5,13797637,13802826,+,None,None,NA,NA
NM_001085504,Gm436,chr5,26365056,26370292,-,None,None,NA,NA
NM_198620,Gm440,chr6,41303420,41307204,-,None,None,28.35446292,14.00820184
NM_198621,Gm443,chr6,65048941,65074308,-,None,None,3.933089887,3.914277573
NM_001013757,Gm467,chr7,28534097,28540999,+,None,None,NA,NA
NM_001025573,Gm468,chr7,139957042,139967743,-,None,None,NA,NA
NM_001033356,Gm484,chr7,45593149,45593849,-,None,None,5.858957121,5.750400853
NM_001024703,Gm489,chr11,62636447,62659143,+,ES,None,NA,NA
NM_001007573,Gm50,chr11,115219855,115227003,+,ES,None,35.51579639,24.56577304
NM_001013751,Gm52,chr11,49367147,49368083,+,ES,None,NA,NA
NM_001033266,Gm525,chr16,17052627,17060792,-,None,None,NA,NA
NM_001025605,Gm527,chr17,24961917,24967716,-,None,None,37.75371717,20.11316739
NM_001033297,Gm561,chr4,93992100,94048802,-,None,None,341.7808744,1279.481571
NM_001085505,Gm572,chr11,101264501,101274791,+,ES,None,NA,NA
NM_001003393,Gm580,chr7,99711651,99732966,-,None,None,NA,NA
NM_001009950,Gm587,chr9,40645917,40715181,-,None,None,NA,NA
NM_001085499,Gm595,chrX,70266639,70276641,-,None,None,NA,NA
NM_001013750,Gm597,chr13,21079815,21080764,-,None,None,NA,NA
NM_001033338,Gm603,chr10,127913200,127928808,-,ES,None,8.062770859,7.944607918
NM_001013761,Gm606,chr2,150261874,150270383,+,None,None,NA,NA
NM_001029889,Gm608,chr2,148490279,148497025,+,None,None,NA,NA
NM_001005854,Gm609,chr2,148526587,148530176,+,None,None,NA,NA
NM_001033362,Gm614,chrX,136957367,136971585,-,None,None,5.099068033,5.056009996
NM_001033365,Gm628,chr19,6116003,6118586,-,None,None,NA,NA
NM_001033372,Gm648,chrX,97651827,97656259,+,None,None,NA,NA
NM_201354,Gm672,chr2,173719259,173741346,+,None,NP,20.33178758,433.5934207
NM_198627,Gm691,chr11,115231786,115236009,-,ES,None,4.549733512,3.7083532
NM_001085513,Gm693,chr11,48930477,48940392,+,ES,None,NA,NA
NM_001033374,Gm694,chr5,27826593,27832225,-,None,None,NA,NA
NM_001033236,Gm71,chr17,56920248,56932976,-,None,None,271.3187792,154.601152
NM_198628,Gm711,chr11,100825544,100879803,+,ES,None,NA,NA
NM_001033252,Gm732,chrX,103599914,103606079,-,None,None,6.263795483,5.991413508
NM_001045527,Gm739,chr1,176227745,176228666,+,ES,None,NA,NA
NM_001045525,Gm740,chr16,17462373,17474787,-,None,None,NA,NA
NM_001034871,Gm749,chr10,3308331,3557940,-,ES,None,NA,NA
NM_203508,Gm75,chr19,23625856,23719909,-,None,None,NA,NA
NM_001033410,Gm757,chr11,60216824,60233200,-,ES,None,NA,NA
NM_001033417,Gm766,chr7,89829867,89856162,-,None,None,NA,NA
NM_001033418,Gm767,chr7,45578302,45585957,-,None,None,NA,NA
NM_001033423,Gm773,chrX,147573987,147614504,+,None,None,NA,NA
NM_001033427,Gm776,chr13,21140241,21141195,+,None,None,4.363784858,4.326427243
NM_001007580,Gm784,chr1,95516099,95526168,+,NP,None,69.38206178,2369.121552
NM_001033429,Gm794,chr9,108437024,108454937,-,None,None,NA,NA
NM_001033400,Gm806,chr17,12759396,12767999,+,None,None,NA,NA
NM_001033404,Gm813,chr2,30417052,30430953,+,None,None,NA,NA
NM_001033407,Gm815,chr3,103149691,103187239,+,None,None,NA,NA
NM_001033408,Gm817,chr1,10010044,10023112,-,ES,None,160.0498947,6.339672741
NM_001033411,Gm826,chr4,85814014,85898984,+,None,None,NA,NA
NM_001033412,Gm829,chr5,15130922,15135688,+,None,None,3.921150752,3.89757702
NM_001099300,Gm831,chr5,16987945,16992760,+,None,None,NA,NA
NM_001033414,Gm833,chr5,78279882,78286228,-,None,None,NA,NA
NM_201356,Gm839,chr7,120634031,120695143,+,None,None,NA,NA
NM_001033421,Gm846,chr9,39452402,39453338,-,None,None,NA,NA
NM_001033426,Gm851,chr2,32609970,32669135,-,None,None,NA,NA
NM_001034872,Gm853,chr5,33530376,33535038,-,None,None,NA,NA
NM_001033428,Gm854,chr11,49357062,49358017,+,ES,None,NA,NA
NM_001037714,Gm867,chr1,42897508,42979995,+,ES,ES,NA,NA
NM_001034874,Gm879,chr1,176205593,176206514,+,ES,None,6.113619571,5.983566587
NM_001033434,Gm884,chr16,64708306,64713141,-,None,None,4.818276761,4.79042608
NM_001033435,Gm885,chr16,38417651,38441928,-,None,None,6.463531779,6.240103241
NM_001033437,Gm889,chr17,42735598,42789388,+,None,None,NA,NA
NM_001033234,Gm9,chrX,6980801,6993461,+,None,None,7.578553936,7.579971822
NM_001033770,Gm904,chr17,12904122,13169160,+,None,None,NA,NA
NM_001025606,Gm905,chr10,20037240,20050735,+,ES,None,NA,NA
NM_001033438,Gm906,chr17,7174354,7194844,+,None,None,NA,NA
NM_001004061,Gm93,chr2,165764293,165846861,-,None,None,5.157121486,5.103116796
NM_001033280,Gm94,chr2,26735445,26738340,-,None,None,4.78288649,4.753880396
NM_001033445,Gm944,chr2,26738429,26742177,+,None,None,449.3134748,395.8576896
NM_001033446,Gm949,chr10,127045934,127063936,+,ES,None,NA,NA
NM_001033447,Gm960,chr3,107869115,107888525,-,None,None,NA,NA
NM_001033448,Gm962,chr11,83563134,83568841,+,ES,None,9.864819392,9.399197479
NM_001033283,Gm97,chr3,146387878,146403157,+,None,None,5.167665527,5.131568116
NM_001013771,Gm973,chr13,65167016,65167943,+,None,None,NA,NA
NM_001005424,Gm996,chr11,102105389,102112719,-,ES,None,5.179504525,5.131788968
NM_011818,Gmcl1,chr7,82524825,82654037,+,None,None,719.3738895,448.3265389
NM_146041,Gmds,chr17,12904042,12925158,+,None,None,133.1050488,180.5598399
NM_020273,Gmeb1,chr5,104676506,104681345,+,None,None,118.0500831,119.8766938
NM_198169,Gmeb2,chr4,22022167,22041724,+,None,None,155.0479371,175.8071168
NM_022023,Gmfb,chr19,11236463,11263768,-,None,None,2122.524809,2926.464014
NM_022024,Gmfg,chr11,58779975,58787924,+,ES,None,NA,NA
NM_198101,Gmip,chr12,111985908,111994421,+,ES,None,9.599565364,10.76115195
NM_020567,Gmnn,chr17,27794335,27808228,-,None,None,4487.420858,1454.467138
NM_133708,Gmppa,chr13,49594683,49604546,+,None,None,7.28229405,7.229789856
NM_177910,Gmppb,chr9,37479724,37480652,-,None,None,272.8036747,152.0943865
NM_025508,Gmpr,chr17,44987014,45006258,+,None,None,156.9350055,383.4846774
NM_177992,Gmpr2,chr19,8955947,8957785,+,None,None,614.8577475,824.9622363
NM_001033300,Gmps,chr5,140160416,140227196,+,None,None,3256.946384,1917.456128
NM_010301,Gna11,chr14,54532564,54535598,+,None,None,426.1985335,615.6120144
NM_010302,Gna12,chr6,147209714,147220561,-,None,None,42.65112354,108.6896575
NM_010303,Gna13,chr16,8324596,8340457,-,None,None,1716.830466,1718.485701
NM_008137,Gna14,chr11,86925455,86939169,+,ES,None,77.51613618,7.524617606
NM_010304,Gna15,chr14,54541510,54545172,-,None,ES,NA,NA
NM_010305,Gnai1,chr6,36645815,36741513,-,None,None,67.04730865,420.8142031
NM_008138,Gnai2,chr9,37461019,37461948,-,None,None,NA,NA
NM_010306,Gnai3,chr5,139959169,139985308,-,None,None,2690.786135,2882.124834
NM_177137,Gnal,chr10,79519664,79533599,+,ES,None,6.611501054,6.521455136
NM_010308,Gnao1,chr9,59478202,59481553,+,None,None,5.01800778,4.950853801
NM_008139,Gnaq,chr3,157829540,157860356,-,None,None,142.8056161,435.6375478
NM_008136,Gna-rs1,chr2,86338804,86339752,-,None,None,281.4444474,243.103218
NM_022000,Gnas,chr11,64818233,64979156,-,ES,None,8.32044589,11.55456453
NM_008140,Gnat1,chr9,20064293,20086496,-,None,None,5.773027925,5.74215938
NM_008141,Gnat2,chr5,115383564,115395974,-,None,None,22.09114631,6.503228291
NM_001081143,Gnat3,chr6,124686336,124704328,-,None,None,NA,NA
NM_010311,Gnaz,chr1,87770707,87792226,-,ES,None,27.13653421,141.0278823
NM_008142,Gnb1,chr5,115272522,115359788,+,None,None,4.873110095,4.857701814
NM_001081682,Gnb1l,chr2,172062207,172072291,+,None,None,NA,NA
NM_010312,Gnb2,chr6,137216660,137427426,+,None,None,1795.140713,3410.771084
NM_008143,Gnb2l1,chr16,10083805,10088489,+,None,None,NA,NA
NM_013530,Gnb3,chr7,106215198,106234722,-,None,None,5.939300103,5.829672216
NM_013531,Gnb4,chr5,64188032,64248032,-,None,None,165.6615894,721.4252498
NM_010313,Gnb5,chr9,18505094,18506035,-,None,None,NA,NA
NM_015828,Gne,chr5,77215051,77230246,+,None,None,110.2682785,129.8627854
NM_025277,Gng10,chr5,84352708,84429756,-,None,None,534.8849412,1609.359031
NM_025331,Gng11,chr7,3840846,3846550,+,None,None,5.991933948,5.893038609
NM_025278,Gng12,chr7,40805871,40818455,+,None,NP,102.5247436,1196.455995
NM_022422,Gng13,chr10,79380248,79387459,-,ES,None,10.09078707,3.276084184
NM_001038637,Gng2,chr19,6241667,6262304,+,None,None,402.9706817,481.5122448
NM_010316,Gng3,chr11,79952872,79958348,-,ES,None,570.3455761,7.780101005
NM_010317,Gng4,chr10,75892859,75904819,+,ES,None,5.45603709,5.362048491
NM_010318,Gng5,chr5,140957496,140971808,+,None,None,6.637097423,6.585394833
NM_010319,Gng7,chr14,55676558,55732426,-,None,None,15.76930282,22.54778985
NM_010320,Gng8,chr11,88815492,88836383,+,ES,None,3.361089172,3.338149601
NM_010314,Gngt1,chr7,26373986,26395190,-,None,None,5.752626744,5.782408041
NM_023121,Gngt2,chr1,176086660,176087600,-,ES,None,24.6283559,8.773307949
NM_145552,Gnl2,chr5,8052085,8075251,+,None,None,857.1022955,308.2102843
NM_153547,Gnl3,chr19,60866273,60890890,+,None,None,NA,NA
NM_198110,Gnl3l,chrX,137551120,137552566,-,None,None,1336.320743,866.7123322
NM_010321,Gnmt,chr10,128220850,128224543,-,ES,None,27.03995776,10.2540398
NM_010322,Gnpat,chr9,54337120,54343157,+,None,None,1017.565641,614.4782651
NM_011937,Gnpda1,chr10,79460148,79505831,-,ES,ES,2159.649068,28.52174417
NM_001038015,Gnpda2,chr6,22825502,23002917,+,None,None,533.0295068,319.5546058
NM_019425,Gnpnat1,chr19,3708332,3717881,+,None,None,NA,NA
NM_001004164,Gnptab,chr14,43773111,43781252,-,None,None,133.800045,68.57619217
NM_172529,Gnptg,chr2,86354021,86358977,-,None,None,128.7751285,212.1270384
NM_008145,Gnrh1,chr19,8839573,8841487,-,None,None,NA,NA
NM_010323,Gnrhr,chr6,128449185,128492339,-,None,None,6.406623267,6.256013887
NM_029364,Gns,chr14,43910467,43925027,+,None,None,382.9176334,639.749991
NM_029793,Golga1,chr1,88956178,88959081,+,NP,None,23.34234146,58.93988942
NM_133852,Golga2,chr4,86052516,86083253,-,None,None,207.221849,327.1139083
NM_008146,Golga3,chr6,85300620,85340292,-,None,None,92.71124558,83.76712648
NM_018748,Golga4,chr9,38894672,38895588,+,None,None,235.7640961,105.8224945
NM_013747,Golga5,chr17,42172420,42205663,-,None,None,408.1636643,196.2313105
NM_001042484,Golga7,chr9,24858539,24901918,-,None,None,NA,NA
NM_001035122,Golph2,chr17,13452988,13497934,-,None,None,NA,NA
NM_025673,Golph3,chr19,3454930,3575720,-,None,None,1138.84773,3356.362545
NM_146133,Golph3l,chr5,125765333,125806864,+,None,None,76.01599925,38.98978087
NM_175193,Golph4,chr5,21174726,21213169,-,None,NP,189.9653699,2047.769326
NM_026680,Golt1a,chr13,95976325,95984380,+,None,None,4.392003071,4.377814091
NM_025872,Golt1b,chr7,76284574,76640118,+,None,None,120.5578605,114.1288747
NM_053187,Gopc,chr14,65107371,65235162,-,None,None,109.2210624,149.5074844
NM_028976,Gorasp1,chr9,38080159,38081099,+,None,None,91.29705574,40.63533861
NM_027352,Gorasp2,chr4,123237498,123252602,-,None,None,NA,NA
NM_016810,Gosr1,chr16,92207621,92210300,-,None,None,124.5659801,314.0532032
NM_019650,Gosr2,chr16,90719971,90793552,+,None,None,99.52581525,289.4491031
NM_010324,Got1,chr11,68887005,68889487,+,ES,ES,3978.060069,895.6331506
NM_029674,Got1l1,chr12,108858461,108987370,+,ES,None,162.0966726,21.10761688
NM_010325,Got2,chr9,65924616,65936974,+,None,None,1119.132176,805.387428
NM_010326,Gp1ba,chr16,10458964,10658449,+,None,None,4.298052765,4.286066603
NM_001001999,Gp1bb,chr10,79795669,79802608,-,ES,None,7.658216268,263.0479607
NM_025989,Gp2,chr7,44394036,44400113,-,None,None,NA,NA
NM_008147,Gp49a,chr14,32418361,32469846,+,None,None,NA,NA
NM_008148,Gp5,chr10,126684904,126691720,-,ES,None,3.356484688,3.34121566
NM_018762,Gp9,chr7,29878681,29888969,+,None,None,4.075020189,4.050795044
NM_021610,Gpa33,chr1,88418270,88437671,+,ES,ES,NA,NA
NM_010331,Gpaa1,chr19,5377522,5388703,-,None,None,61.63444622,84.43283875
NM_008149,Gpam,chr3,95584689,95594766,+,None,None,366.0158673,824.960731
NM_026181,Gpatc1,chr7,28965089,28990737,-,None,None,NA,NA
NM_026367,Gpatc2,chr13,23256702,23257788,+,None,None,NA,NA
NM_025663,Gpatc4,chr5,8666097,8754576,+,None,None,204.8204938,378.9680982
NM_172876,Gpatch3,chr5,78049475,78074710,+,None,None,15.42405888,15.62993216
NM_174985,Gpbar1,chr13,33839809,33850873,-,None,None,NA,NA
NM_028487,Gpbp1,chr17,14732117,14746522,-,None,None,3717.218304,3229.976279
NM_029868,Gpbp1l1,chr5,23015179,23128395,-,None,None,332.80856,153.132889
NM_016696,Gpc1,chr13,120547472,120579193,+,None,None,80.28283913,337.0728828
NM_172412,Gpc2,chr6,39311034,39319984,+,None,None,10.96197726,108.2497663
NM_016697,Gpc3,chr13,4190466,4204842,+,ES,None,201.3279278,11.44366401
NM_008150,Gpc4,chrX,149025870,149036996,-,None,None,399.0420686,36.34488476
NM_175500,Gpc5,chr19,31934757,32015403,+,None,None,7.278318908,7.154962295
NM_001079844,Gpc6,chr19,34683047,34706740,-,None,None,13.70211379,135.8871086
NM_010271,Gpd1,chr19,44447765,44460864,-,None,None,6.186044612,33.51498054
NM_175380,Gpd1l,chr9,38118139,38119113,+,None,None,212.7281085,667.0141064
NM_010274,Gpd2,chr11,68861837,68867857,+,ES,None,1699.902076,378.9775472
NM_130453,Gpha2,chr11,116659689,116665819,+,ES,None,4.614881386,4.547144234
NM_175644,Gphb5,chr17,42854116,42924198,+,None,None,NA,NA
NM_172952,Gphn,chr17,6380412,6407591,+,None,None,17.80972108,272.4272849
NM_008155,Gpi1,chr7,126924611,126928965,-,None,ES,361.4294748,52.38688881
NM_016739,Gpiap1,chr4,63046720,63072714,+,None,None,4541.705706,4201.828881
NM_026730,Gpihbp1,chr19,44347398,44360171,+,None,None,3.752828911,3.736860578
NM_173747,Gpkow,chrX,96828455,96929658,+,None,None,207.1055889,458.1785911
NM_008156,Gpld1,chr17,43078392,43093354,-,None,None,4.895786405,4.943408146
NM_153581,Gpm6a,chr1,75025996,75031120,+,NP,NP,5.908955472,1858.764396
NM_023122,Gpm6b,chrX,131864362,131880672,+,None,NP,5.687184613,247.6401793
NM_053110,Gpnmb,chr11,120596835,120600294,-,ES,None,5.790071934,5.580228257
NM_146250,Gpr1,chr1,92433828,92443744,+,ES,ES,3.661449928,3.61709091
NM_001033360,Gpr101,chrX,131794470,131815405,-,None,None,6.52432713,6.36747497
NM_198192,Gpr103,chr11,83864239,83884552,-,ES,None,7.169831895,7.069483706
NM_178760,Gpr107,chr4,118038873,118041660,-,None,None,207.6502973,137.3643366
NM_030084,Gpr108,chr2,86394725,86399648,-,None,None,NA,NA
NM_030701,Gpr109a,chr6,87966075,87979331,-,None,None,3.669099352,3.649955832
NM_133776,Gpr110,chr2,86407465,86408408,-,None,None,5.920458619,5.773368643
NM_001033493,Gpr111,chr2,86439603,86440557,-,None,None,NA,NA
NM_001033327,Gpr112,chrX,148578760,148736850,+,None,None,NA,NA
NM_001014394,Gpr113,chr6,112586581,112662371,-,None,None,NA,NA
NM_001033468,Gpr114,chr12,99187653,99302534,-,ES,None,5.124000033,5.00919084
NM_001081178,Gpr116,chr2,86458355,86459295,-,None,None,8.240184212,7.929207283
NM_181751,Gpr119,chrX,22376229,22522012,-,None,None,NA,NA
NM_001010941,Gpr12,chr11,49337957,49338885,+,ES,None,6.007366668,5.831952501
NM_181748,Gpr120,chr11,116250183,116255166,+,ES,None,4.289576481,4.225177769
NM_177469,Gpr123,chr7,27065142,27155349,-,None,None,NA,NA
NM_054044,Gpr124,chr12,85263604,85298777,-,ES,None,NA,NA
NM_001002268,Gpr126,chr14,10346819,11034583,+,None,NP,12.77944864,45.07466744
NM_172825,Gpr128,chr2,104391361,104466264,+,None,None,NA,NA
NM_019925,Gpr132,chr17,12894252,12895212,-,None,None,4.082395833,4.063501926
NM_001081342,Gpr133,chr6,126889037,126905174,-,None,None,5.395921386,5.25775421
NM_181752,Gpr135,chr1,21203781,21215316,+,ES,None,NA,NA
NM_207220,Gpr137,chr3,82018542,82042652,+,None,None,13.28357236,72.79071581
NM_031999,Gpr137b,chr17,28059263,28078394,-,None,None,NA,NA
NM_001024138,Gpr139,chr11,86943271,87036877,+,ES,None,NA,NA
NM_181754,Gpr141,chr17,25199189,25204194,+,None,None,NA,NA
NM_181749,Gpr142,chr16,38216992,38261099,-,None,None,NA,NA
NM_010951,Gpr143,chrX,90487648,90526234,+,None,None,4.926365836,4.82987546
NM_030258,Gpr146,chr6,119868332,119888441,+,None,None,5.938158742,5.967573881
NM_177346,Gpr149,chr5,8804191,8872314,+,None,None,8.36069987,8.069668237
NM_175495,Gpr150,chr10,33616351,33640628,-,ES,None,6.676369554,6.576638403
NM_181543,Gpr151,chr2,26742047,26755937,-,None,None,6.522801325,6.385607955
NM_206973,Gpr152,chr3,95612247,95641798,+,None,None,6.328478546,6.239376661
NM_178406,Gpr153,chr11,78352630,78357668,+,ES,None,4.973849587,4.543888288
NM_001080707,Gpr155,chr4,140486031,140498832,+,None,None,6.170999885,15.74347478
NM_153394,Gpr156,chr10,75912686,75959572,+,ES,None,NA,NA
NM_177366,Gpr157,chr11,95778821,95822002,-,ES,None,NA,NA
NM_001004761,Gpr158,chr4,12080870,12099144,-,None,None,5.854411646,5.738552785
NM_001081126,Gpr161,chr13,41011996,41023985,+,None,None,6.216875984,6.189529023
NM_013533,Gpr162,chr7,17030288,17077546,+,None,None,3.517161555,11.94029362
NM_029536,Gpr165,chrX,153162539,153164474,+,None,None,5.036825995,4.988864918
NM_001025381,Gpr17,chr2,26727275,26732651,-,None,None,4.111545766,4.091539002
NM_173398,Gpr171,chr5,8899722,8965231,+,None,None,6.90837853,6.741936255
NM_029643,Gpr172b,chr19,44256598,44297327,+,None,None,54.08751726,39.108605
NM_027543,Gpr173,chrX,110591463,110677642,+,None,None,5.359737058,5.458993693
NM_001033251,Gpr174,chrX,70106499,70133554,-,None,None,NA,NA
NM_011906,Gpr175,chr7,20678061,20684161,+,None,None,NA,NA
NM_201367,Gpr176,chr11,21472283,21798689,+,ES,None,4.941103901,4.910734657
NM_026582,Gpr177,chr5,23904220,23920010,+,None,NP,76.2535544,1689.097325
NM_001033178,Gpr178,chr10,110568911,110701357,+,ES,None,NA,NA
NM_001081220,Gpr179,chr16,90942793,90958004,-,None,None,8.826527747,9.472114692
NM_182806,Gpr18,chr19,5366812,5371511,+,None,None,4.224896777,4.190389941
NM_021434,Gpr180,chr19,4496789,4498583,-,None,None,274.9916115,437.2647709
NM_008157,Gpr19,chr7,16103203,16105600,+,None,None,NA,NA
NM_173365,Gpr20,chr10,34172814,34299744,+,ES,None,11.22336074,8.578854977
NM_177383,Gpr21,chr4,141374466,141426643,-,None,None,NA,NA
NM_175191,Gpr22,chr17,34198000,34199808,+,None,None,7.865389531,7.682555939
NM_175271,Gpr23,chrX,70604881,70606338,-,None,None,32.60234508,225.522268
NM_173410,Gpr26,chr11,48649826,48660814,-,ES,None,3.751396094,3.735499514
NM_008158,Gpr27,chr11,109041444,109114271,-,ES,None,2.678111781,2.659464333
NM_008154,Gpr3,chr11,7097782,7102538,+,ES,None,7.833827009,7.73943699
NM_029771,Gpr30,chr1,141271183,141310499,+,NP,None,6.234592794,60.15247717
NM_001013832,Gpr31c,chr2,86477237,86478170,-,None,None,NA,NA
NM_008159,Gpr33,chr17,27149978,27230893,-,None,None,5.215976483,5.193815241
NM_011823,Gpr34,chrX,34649690,34701082,-,None,None,6.746429938,6.695091417
NM_022320,Gpr35,chr13,94248153,94293036,-,None,None,NA,NA
NM_010338,Gpr37,chr11,4999440,5006094,+,ES,None,4.974777389,4.902269332
NM_134438,Gpr37l1,chr13,117974104,118144797,-,None,None,4.251267301,4.260688745
NM_175668,Gpr4,chr11,115921915,115926106,-,ES,None,4.405744327,4.377691637
NM_009962,Gpr44,chr3,105131800,105181202,-,None,None,3.370184255,3.354745071
NM_053107,Gpr45,chr13,55736989,55786450,+,None,None,4.403001273,4.377636881
NM_010340,Gpr50,chrX,8356931,8425044,+,None,None,4.558972134,4.524304501
NM_001033290,Gpr55,chr13,75555988,75598500,+,None,None,NA,NA
NM_018882,Gpr56,chr1,140784131,140988323,+,NP,NP,NA,NA
NM_199058,Gpr6,chr1,176670459,176758494,-,ES,None,NA,NA
NM_175470,Gpr61,chr5,124322475,124356416,-,None,None,8.123025359,7.989040499
NM_030733,Gpr63,chr5,114203217,114254756,-,None,None,6.071790471,5.983366084
NM_001079848,Gpr64,chr13,4131872,4149877,-,ES,None,5.626838664,5.520436028
NM_008152,Gpr65,chr17,88577030,88623474,+,None,None,7.469497688,7.22438744
NM_175493,Gpr68,chr17,56688526,56696417,-,None,None,4.139442487,4.083370847
NM_175490,Gpr75,chr16,11319225,11669050,+,None,None,NA,NA
NM_176912,Gpr77,chr7,113557320,113832540,+,None,None,NA,NA
